"Query","Dates range","Impressions","Clicks","CTR %","Avg. position","Avg. click position","SERP impressions","Impressions for 1st position","Clicks from pos. 1","CTR % for pos. 1","Impressions for pos. 2-3","Clicks from pos. 2-3","CTR % for pos. 2-3","Avg. impression position for pos. 2-3","Avg. click position from pos. 2-3","Impressions for pos. 4-10","Clicks from pos. 4-10","CTR % for pos. 4-10","Avg. impression position for pos. 4-10","Avg. click position from pos. 4-10","Impressions for pos. 11-50","Clicks from pos. 11-50","CTR % for pos. 11-50","Avg. impression position for pos. 11-50","Avg. click position from pos. 11-50"
"доставка китайской лапши и пиццы киров","2019-07-01 - 2019-09-09","1.00","0.00","0.00","9.00","","0.00","0.00","0.00","","0.00","0.00","","","","1.00","0.00","0.00","9.00","","0.00","0.00","","",""
"киров роллы доставка бесплатная","2019-07-01 - 2019-09-09","1.00","0.00","0.00","12.00","","0.00","0.00","0.00","","0.00","0.00","","","","0.00","0.00","","","","1.00","0.00","0.00","12.00",""
"доставка лапши bbq","2019-07-01 - 2019-09-09","1.00","0.00","0.00","7.00","","0.00","0.00","0.00","","0.00","0.00","","","","1.00","0.00","0.00","7.00","","0.00","0.00","","",""
"обеды в офис киров","2019-07-01 - 2019-09-09","1.00","0.00","0.00","34.00","","0.00","0.00","0.00","","0.00","0.00","","","","0.00","0.00","","","","1.00","0.00","0.00","34.00",""
"чебуреки киров октябрьский проспект 13","2019-07-01 - 2019-09-09","1.00","0.00","0.00","21.00","","0.00","0.00","0.00","","0.00","0.00","","","","0.00","0.00","","","","1.00","0.00","0.00","21.00",""
"сырные палочки марио киров","2019-07-01 - 2019-09-09","1.00","0.00","0.00","5.00","","0.00","0.00","0.00","","0.00","0.00","","","","1.00","0.00","0.00","5.00","","0.00","0.00","","",""
"салат с киров","2019-07-01 - 2019-09-09","1.00","0.00","0.00","1.00","","0.00","1.00","0.00","0.00","0.00","0.00","","","","0.00","0.00","","","","0.00","0.00","","",""
"доставка ужина на дом в кирове","2019-07-01 - 2019-09-09","1.00","0.00","0.00","16.00","","0.00","0.00","0.00","","0.00","0.00","","","","0.00","0.00","","","","1.00","0.00","0.00","16.00",""
"наша пицца киров заказ","2019-07-01 - 2019-09-09","1.00","0.00","0.00","8.00","","0.00","0.00","0.00","","0.00","0.00","","","","1.00","0.00","0.00","8.00","","0.00","0.00","","",""
"узбекская кухня киров доставка","2019-07-01 - 2019-09-09","1.00","0.00","0.00","29.00","","0.00","0.00","0.00","","0.00","0.00","","","","0.00","0.00","","","","1.00","0.00","0.00","29.00",""
"лапша удон заказать киров","2019-07-01 - 2019-09-09","1.00","0.00","0.00","8.00","","0.00","0.00","0.00","","0.00","0.00","","","","1.00","0.00","0.00","8.00","","0.00","0.00","","",""
"пельмени звениговские цена","2019-07-01 - 2019-09-09","1.00","0.00","0.00","9.00","","0.00","0.00","0.00","","0.00","0.00","","","","1.00","0.00","0.00","9.00","","0.00","0.00","","",""
"пицца киров доставка сейчас","2019-07-01 - 2019-09-09","1.00","0.00","0.00","10.00","","0.00","0.00","0.00","","0.00","0.00","","","","1.00","0.00","0.00","10.00","","0.00","0.00","","",""
"роллы заказать на дом киров","2019-07-01 - 2019-09-09","1.00","0.00","0.00","32.00","","0.00","0.00","0.00","","0.00","0.00","","","","0.00","0.00","","","","1.00","0.00","0.00","32.00",""
"заказать закуски киров","2019-07-01 - 2019-09-09","1.00","0.00","0.00","5.00","","0.00","0.00","0.00","","0.00","0.00","","","","1.00","0.00","0.00","5.00","","0.00","0.00","","",""
"заказать вкусные роллы с бесплатной доставкой в кирове","2019-07-01 - 2019-09-09","1.00","0.00","0.00","4.00","","0.00","0.00","0.00","","0.00","0.00","","","","1.00","0.00","0.00","4.00","","0.00","0.00","","",""
"китайская лапша в кирове","2019-07-01 - 2019-09-09","1.00","1.00","100.00","9.00","9.00","0.00","0.00","0.00","","0.00","0.00","","","","1.00","1.00","100.00","9.00","9.00","0.00","0.00","","",""
"роллы блинок щаказать к роао сереук","2019-07-01 - 2019-09-09","1.00","0.00","0.00","11.00","","0.00","0.00","0.00","","0.00","0.00","","","","0.00","0.00","","","","1.00","0.00","0.00","11.00",""
"пицца на заказ с доставкой киров","2019-07-01 - 2019-09-09","1.00","0.00","0.00","5.00","","0.00","0.00","0.00","","0.00","0.00","","","","1.00","0.00","0.00","5.00","","0.00","0.00","","",""
"125г чебуреки классические чебуречье","2019-07-01 - 2019-09-09","1.00","0.00","0.00","6.00","","0.00","0.00","0.00","","0.00","0.00","","","","1.00","0.00","0.00","6.00","","0.00","0.00","","",""
"чизкейк на московской киров","2019-07-01 - 2019-09-09","1.00","0.00","0.00","12.00","","0.00","0.00","0.00","","0.00","0.00","","","","0.00","0.00","","","","1.00","0.00","0.00","12.00",""
"суп киров доста","2019-07-01 - 2019-09-09","1.00","1.00","100.00","4.00","4.00","0.00","0.00","0.00","","0.00","0.00","","","","1.00","1.00","100.00","4.00","4.00","0.00","0.00","","",""
"66-40-00","2019-07-01 - 2019-09-09","1.00","0.00","0.00","16.00","","0.00","0.00","0.00","","0.00","0.00","","","","0.00","0.00","","","","1.00","0.00","0.00","16.00",""
"заказать еду в офис","2019-07-01 - 2019-09-09","1.00","0.00","0.00","12.00","","0.00","0.00","0.00","","0.00","0.00","","","","0.00","0.00","","","","1.00","0.00","0.00","12.00",""
"где заказать салаты заливное в кирове?","2019-07-01 - 2019-09-09","1.00","0.00","0.00","4.00","","0.00","0.00","0.00","","0.00","0.00","","","","1.00","0.00","0.00","4.00","","0.00","0.00","","",""
"еда из ресторана на дом в кирове","2019-07-01 - 2019-09-09","1.00","1.00","100.00","17.00","17.00","0.00","0.00","0.00","","0.00","0.00","","","","0.00","0.00","","","","1.00","1.00","100.00","17.00","17.00"
"просто блин киров","2019-07-01 - 2019-09-09","1.00","0.00","0.00","11.00","","0.00","0.00","0.00","","0.00","0.00","","","","0.00","0.00","","","","1.00","0.00","0.00","11.00",""
"термокузовок","2019-07-01 - 2019-09-09","1.00","0.00","0.00","7.00","","0.00","0.00","0.00","","0.00","0.00","","","","1.00","0.00","0.00","7.00","","0.00","0.00","","",""
"шумовка роллы","2019-07-01 - 2019-09-09","1.00","0.00","0.00","2.00","","0.00","0.00","0.00","","1.00","0.00","0.00","2.00","","0.00","0.00","","","","0.00","0.00","","",""
"доставка супов","2019-07-01 - 2019-09-09","1.00","0.00","0.00","2.00","","0.00","0.00","0.00","","1.00","0.00","0.00","2.00","","0.00","0.00","","","","0.00","0.00","","",""
"пельменная шумовка","2019-07-01 - 2019-09-09","1.00","1.00","100.00","13.00","13.00","0.00","0.00","0.00","","0.00","0.00","","","","0.00","0.00","","","","1.00","1.00","100.00","13.00","13.00"
"где можно заказать пивную тарелку киров","2019-07-01 - 2019-09-09","1.00","0.00","0.00","5.00","","0.00","0.00","0.00","","0.00","0.00","","","","1.00","0.00","0.00","5.00","","0.00","0.00","","",""
"штрудель в кирове на заказ","2019-07-01 - 2019-09-09","1.00","0.00","0.00","5.00","","0.00","0.00","0.00","","0.00","0.00","","","","1.00","0.00","0.00","5.00","","0.00","0.00","","",""
"доставка еды киров шинок","2019-07-01 - 2019-09-09","1.00","0.00","0.00","40.00","","0.00","0.00","0.00","","0.00","0.00","","","","0.00","0.00","","","","1.00","0.00","0.00","40.00",""
"сколько стоят чизкейки на заказ","2019-07-01 - 2019-09-09","1.00","0.00","0.00","6.00","","0.00","0.00","0.00","","0.00","0.00","","","","1.00","0.00","0.00","6.00","","0.00","0.00","","",""
"чебуреки хутор кирова","2019-07-01 - 2019-09-09","1.00","0.00","0.00","8.00","","0.00","0.00","0.00","","0.00","0.00","","","","1.00","0.00","0.00","8.00","","0.00","0.00","","",""
"чебуреки у рынка киров","2019-07-01 - 2019-09-09","1.00","0.00","0.00","8.00","","0.00","0.00","0.00","","0.00","0.00","","","","1.00","0.00","0.00","8.00","","0.00","0.00","","",""
"сушилка киров официальный сайт киров доставка","2019-07-01 - 2019-09-09","1.00","0.00","0.00","39.00","","0.00","0.00","0.00","","0.00","0.00","","","","0.00","0.00","","","","1.00","0.00","0.00","39.00",""
"готовая еда киров","2019-07-01 - 2019-09-09","1.00","0.00","0.00","17.00","","0.00","0.00","0.00","","0.00","0.00","","","","0.00","0.00","","","","1.00","0.00","0.00","17.00",""
"морская пицца заказать киров","2019-07-01 - 2019-09-09","1.00","0.00","0.00","2.00","","0.00","0.00","0.00","","1.00","0.00","0.00","2.00","","0.00","0.00","","","","0.00","0.00","","",""
"ult pfrfpfnm tle d rbhjdt","2019-07-01 - 2019-09-09","1.00","0.00","0.00","15.00","","0.00","0.00","0.00","","0.00","0.00","","","","0.00","0.00","","","","1.00","0.00","0.00","15.00",""
"доставка еды киров детское меню","2019-07-01 - 2019-09-09","1.00","1.00","100.00","4.00","4.00","0.00","0.00","0.00","","0.00","0.00","","","","1.00","1.00","100.00","4.00","4.00","0.00","0.00","","",""
"группа супчик киров","2019-07-01 - 2019-09-09","1.00","0.00","0.00","15.00","","0.00","0.00","0.00","","0.00","0.00","","","","0.00","0.00","","","","1.00","0.00","0.00","15.00",""
"шумовка 43 киров отзывы","2019-07-01 - 2019-09-09","1.00","0.00","0.00","2.00","","0.00","0.00","0.00","","1.00","0.00","0.00","2.00","","0.00","0.00","","","","0.00","0.00","","",""
"доставка еды к","2019-07-01 - 2019-09-09","1.00","0.00","0.00","13.00","","0.00","0.00","0.00","","0.00","0.00","","","","0.00","0.00","","","","1.00","0.00","0.00","13.00",""
"заказ еды на дом киров киров","2019-07-01 - 2019-09-09","1.00","0.00","0.00","11.00","","0.00","0.00","0.00","","0.00","0.00","","","","0.00","0.00","","","","1.00","0.00","0.00","11.00",""
"вятский чебурек киров меню","2019-07-01 - 2019-09-09","1.00","0.00","0.00","8.00","","0.00","0.00","0.00","","0.00","0.00","","","","1.00","0.00","0.00","8.00","","0.00","0.00","","",""
"кировский заказ салатов","2019-07-01 - 2019-09-09","1.00","0.00","0.00","3.00","","0.00","0.00","0.00","","1.00","0.00","0.00","3.00","","0.00","0.00","","","","0.00","0.00","","",""
"замороженные десерты киров","2019-07-01 - 2019-09-09","1.00","0.00","0.00","5.00","","0.00","0.00","0.00","","0.00","0.00","","","","1.00","0.00","0.00","5.00","","0.00","0.00","","",""
"доставка продуктов на дом","2019-07-01 - 2019-09-09","1.00","0.00","0.00","9.00","","0.00","0.00","0.00","","0.00","0.00","","","","1.00","0.00","0.00","9.00","","0.00","0.00","","",""
"купить салаты отпом в кирове","2019-07-01 - 2019-09-09","1.00","0.00","0.00","4.00","","0.00","0.00","0.00","","0.00","0.00","","","","1.00","0.00","0.00","4.00","","0.00","0.00","","",""
"заказать еду с доставкой на дом в кирове","2019-07-01 - 2019-09-09","1.00","1.00","100.00","22.00","22.00","0.00","0.00","0.00","","0.00","0.00","","","","0.00","0.00","","","","1.00","1.00","100.00","22.00","22.00"
"доставка сеты киров","2019-07-01 - 2019-09-09","1.00","0.00","0.00","27.00","","0.00","0.00","0.00","","0.00","0.00","","","","0.00","0.00","","","","1.00","0.00","0.00","27.00",""
"вок лапша заказать","2019-07-01 - 2019-09-09","1.00","0.00","0.00","11.00","","0.00","0.00","0.00","","0.00","0.00","","","","0.00","0.00","","","","1.00","0.00","0.00","11.00",""
"киров 4053415 кафе","2019-07-01 - 2019-09-09","1.00","0.00","0.00","10.00","","0.00","0.00","0.00","","0.00","0.00","","","","1.00","0.00","0.00","10.00","","0.00","0.00","","",""
"обедов доставка","2019-07-01 - 2019-09-09","1.00","0.00","0.00","11.00","","0.00","0.00","0.00","","0.00","0.00","","","","0.00","0.00","","","","1.00","0.00","0.00","11.00",""
"доставки еды города кирова","2019-07-01 - 2019-09-09","1.00","0.00","0.00","12.00","","0.00","0.00","0.00","","0.00","0.00","","","","0.00","0.00","","","","1.00","0.00","0.00","12.00",""
"заготовки для чебуреков глобус","2019-07-01 - 2019-09-09","1.00","0.00","0.00","9.00","","0.00","0.00","0.00","","0.00","0.00","","","","1.00","0.00","0.00","9.00","","0.00","0.00","","",""
"пельмени толмачев киров фото","2019-07-01 - 2019-09-09","1.00","0.00","0.00","12.00","","0.00","0.00","0.00","","0.00","0.00","","","","0.00","0.00","","","","1.00","0.00","0.00","12.00",""
"меню в блинке","2019-07-01 - 2019-09-09","1.00","0.00","0.00","6.00","","0.00","0.00","0.00","","0.00","0.00","","","","1.00","0.00","0.00","6.00","","0.00","0.00","","",""
"шумовка пельменная","2019-07-01 - 2019-09-09","1.00","0.00","0.00","5.00","","0.00","0.00","0.00","","0.00","0.00","","","","1.00","0.00","0.00","5.00","","0.00","0.00","","",""
"калинина 40 пиво","2019-07-01 - 2019-09-09","1.00","0.00","0.00","11.00","","0.00","0.00","0.00","","0.00","0.00","","","","0.00","0.00","","","","1.00","0.00","0.00","11.00",""
"пицца на заказ в кирове бесплатно","2019-07-01 - 2019-09-09","1.00","0.00","0.00","7.00","","0.00","0.00","0.00","","0.00","0.00","","","","1.00","0.00","0.00","7.00","","0.00","0.00","","",""
"на прудах кафе шумовка","2019-07-01 - 2019-09-09","1.00","0.00","0.00","4.00","","0.00","0.00","0.00","","0.00","0.00","","","","1.00","0.00","0.00","4.00","","0.00","0.00","","",""
"десерты заказать на дом","2019-07-01 - 2019-09-09","1.00","0.00","0.00","2.00","","0.00","0.00","0.00","","1.00","0.00","0.00","2.00","","0.00","0.00","","","","0.00","0.00","","",""
"чизкейки аиров","2019-07-01 - 2019-09-09","1.00","0.00","0.00","9.00","","0.00","0.00","0.00","","0.00","0.00","","","","1.00","0.00","0.00","9.00","","0.00","0.00","","",""
"вкусно блин кафе цена","2019-07-01 - 2019-09-09","1.00","0.00","0.00","11.00","","0.00","0.00","0.00","","0.00","0.00","","","","0.00","0.00","","","","1.00","0.00","0.00","11.00",""
"доставка еды круглосуточно киров","2019-07-01 - 2019-09-09","1.00","0.00","0.00","8.00","","0.00","0.00","0.00","","0.00","0.00","","","","1.00","0.00","0.00","8.00","","0.00","0.00","","",""
"заказать пиццу в городе кирове","2019-07-01 - 2019-09-09","1.00","0.00","0.00","8.00","","0.00","0.00","0.00","","0.00","0.00","","","","1.00","0.00","0.00","8.00","","0.00","0.00","","",""
"киров обеды в офис","2019-07-01 - 2019-09-09","1.00","0.00","0.00","22.00","","0.00","0.00","0.00","","0.00","0.00","","","","0.00","0.00","","","","1.00","0.00","0.00","22.00",""
"киров доставка домашней еды","2019-07-01 - 2019-09-09","1.00","0.00","0.00","8.00","","0.00","0.00","0.00","","0.00","0.00","","","","1.00","0.00","0.00","8.00","","0.00","0.00","","",""
"ста киров обед","2019-07-01 - 2019-09-09","1.00","0.00","0.00","11.00","","0.00","0.00","0.00","","0.00","0.00","","","","0.00","0.00","","","","1.00","0.00","0.00","11.00",""
"заказ еда киров","2019-07-01 - 2019-09-09","1.00","0.00","0.00","11.00","","0.00","0.00","0.00","","0.00","0.00","","","","0.00","0.00","","","","1.00","0.00","0.00","11.00",""
"доставка пиццы за пределы города киров","2019-07-01 - 2019-09-09","1.00","0.00","0.00","6.00","","0.00","0.00","0.00","","0.00","0.00","","","","1.00","0.00","0.00","6.00","","0.00","0.00","","",""
"самые вкусные чизкейк в кирове","2019-07-01 - 2019-09-09","1.00","0.00","0.00","11.00","","0.00","0.00","0.00","","0.00","0.00","","","","0.00","0.00","","","","1.00","0.00","0.00","11.00",""
"сколько стоит рамен в кирове","2019-07-01 - 2019-09-09","1.00","0.00","0.00","17.00","","0.00","0.00","0.00","","0.00","0.00","","","","0.00","0.00","","","","1.00","0.00","0.00","17.00",""
"вкусные пельмени в кирове","2019-07-01 - 2019-09-09","1.00","0.00","0.00","7.00","","0.00","0.00","0.00","","0.00","0.00","","","","1.00","0.00","0.00","7.00","","0.00","0.00","","",""
"готовая домашняя еда киров","2019-07-01 - 2019-09-09","1.00","1.00","100.00","9.00","9.00","0.00","0.00","0.00","","0.00","0.00","","","","1.00","1.00","100.00","9.00","9.00","0.00","0.00","","",""
